-0.6,0,0,0
-0.595,0,0,0
-0.59,0,0,0
-0.585,0,0,0
-0.58,0,0,0
-0.575,0,0,0
-0.57,0,0,0
-0.565,0,0,0
-0.56,0,0,0
-0.555,0,0,0
-0.55,0,0,0
-0.545,0,0,0
-0.54,0,0,0
-0.535,0,0,0
-0.53,0,0,0
-0.525,0,0,0
-0.52,0,0,0
-0.515,0,0,0
-0.51,0,0,0
-0.505,0,0,0
-0.5,0,0,0
-0.495,0,0,0
-0.49,0,0,0
-0.485,0,0,0
-0.48,0,0,0
-0.475,0,0,0
-0.47,0,0,0
-0.465,0,0,0
-0.46,0,0,0
-0.455,0,0,0
-0.45,0,0,0
-0.445,0,0,0
-0.44,0,0,0
-0.435,0,0,0
-0.43,0,0,0
-0.425,0,0,0
-0.42,0,0,0
-0.415,0,0,0
-0.41,0,0,0
-0.405,0,0,0
-0.4,0,0,0
-0.395,0,0,0
-0.39,0,0,0
-0.385,0,0,0
-0.38,0,0,0
-0.375,0,0,0
-0.37,0,0,0
-0.365,0,0,0
-0.36,0,0,0
-0.355,0,0,0
-0.35,0,0,0
-0.345,0,0,0
-0.34,0,0,0
-0.335,0,0,0
-0.33,0,0,0
-0.325,0,0,0
-0.32,0,0,0
-0.315,0,0,0
-0.31,0,0,0
-0.305,0,0,0
-0.3,0,0,0
-0.295,0,0,0
-0.29,0,0,0
-0.285,0,0,0
-0.28,0,0,0
-0.275,0,0,0
-0.27,0,0,0
-0.265,0,0,0
-0.26,0,0,0
-0.255,0,0,0
-0.25,0,0,0
-0.245,0,0,0
-0.24,0,0,0
-0.235,0,0,0
-0.23,0,0,0
-0.225,0,0,0
-0.22,0,0,0
-0.215,0,0,0
-0.21,0,0,0
-0.205,0,0,0
-0.2,0,0,0
-0.195,0,0,0
-0.19,0,0,0
-0.185,0,0,0
-0.18,0,0,0
-0.175,0,0,0
-0.17,0,0,0
-0.165,0,0,0
-0.16,0,0,0
-0.155,0,0,0
-0.15,0,0,0
-0.145,0,0,0
-0.14,0,0,0
-0.135,0,0,0
-0.13,0,0,0
-0.125,0,0,0
-0.12,0,0,0
-0.115,0,0,0
-0.11,0,0,0
-0.105,0,0,0
-0.1,0,0,0
-0.095,0,0,0
-0.09,0,0,0
-0.085,0,0,0
-0.08,0,0,0
-0.075,0,0,0
-0.07,0,0,0
-0.0649999999999999,0,0,0
-0.0599999999999999,0,0,0
-0.055,0,0,0
-0.05,0,0,0
-0.045,0,0,0
-0.04,0,0,0
-0.035,0,0,0
-0.03,0,0,0
-0.025,0,0,0
-0.0200000000000001,0,0,0
-0.0150000000000001,0,0,0
-0.0100000000000001,0,0,0
-0.00500000000000012,0,0,0
-1.11022302462516e-16,0,0,0
0.00499999999999989,0,0,0
0.0099999999999999,0,0,0
0.0149999999999999,0,0,0
0.0199999999999999,0,0,0
0.0249999999999999,0,0,0
0.0299999999999999,0,0,0
0.0349999999999999,0,0,0
0.0399999999999999,0,0,0
0.0449999999999999,0,0,0
0.0499999999999999,0,0,0
0.0549999999999999,0,0,0
0.0599999999999999,0,0,0
0.0649999999999999,0,0,0
0.0699999999999999,0,0,0
0.0749999999999999,0,0,0
0.0799999999999999,0,0,0
0.0849999999999999,0,0,0
0.0899999999999999,0,0,0
0.0949999999999999,0,0,0
0.0999999999999999,0,0,0
0.105,0,0,0
0.11,0,0,0
0.115,0,0,0
0.12,0,0,0
0.125,0,0,0
0.13,0,0,0
0.135,0,0,0
0.14,0,0,0
0.145,0,0,0
0.15,0,0,0
0.155,0,0,0
0.16,0,0,0
0.165,0,0,0
0.17,0,0,0
0.175,0,0,0
0.18,0,0,0
0.185,0,0,0
0.19,0,0,0
0.195,0,0,0
0.2,0,0,0
0.205,0,0,0
0.21,0,0,0
0.215,0,0,0
0.22,0,0,0
0.225,0,0,0
0.23,0,0,0
0.235,0,0,0
0.24,0,0,0
0.245,0,0,0
0.25,0,0,0
0.255,0,0,0
0.26,0,0,0
0.265,0,0,0
0.27,0,0,0
0.275,0,0,0
0.28,0,0,0
0.285,0,0,0
0.29,0,0,0
0.295,0,0,0
0.3,0,0,0
0.305,0,0,0
0.31,0,0,0
0.315,0,0,0
0.32,0,0,0
0.325,0,0,0
0.33,0,0,0
0.335,0,0,0
0.34,0,0,0
0.345,0,0,0
0.35,0,0,0
0.355,0,0,0
0.36,0,0,0
0.365,0,0,0
0.37,0,0,0
0.375,0,0,0
0.38,0,0,0
0.385,0,0,0
0.39,0,0,0
0.395,0,0,0
0.4,0,0,0
0.405,0,0,0
0.41,0,0,0
0.415,0,0,0
0.42,0,0,0
0.424999999999999,0,0,0
0.43,0,0,0
0.434999999999999,0,0,0
0.44,0,0,0
0.444999999999999,0,0,0
0.45,0,0,0
0.454999999999999,0,0,0
0.46,0,0,0
0.464999999999999,0,0,0
0.47,0,0,0
0.474999999999999,0,0,0
0.48,0,0,0
0.484999999999999,0,0,0
0.49,0,0,0
0.496249999999999,0,0,0
0.5,0,1.02727590921769e-05,0.000588585739936379
0.504156546252536,8.12220449063198e-08,3.25155779022196e-05,0.00186300538222603
0.509999999992658,3.25155778898055e-07,0.00010434141652491,0.00597832279529394
0.514999999956834,1.212643368541e-06,0.000243178569755788,0.0139331057150343
0.519999999696031,2.75694145225783e-06,0.000423540842594628,0.0242671027320869
0.524999999024668,5.44805165293574e-06,0.000663860200700857,0.0380363876868669
0.529999997529436,9.39554299618411e-06,0.00094304464485788,0.0540324780427701
0.534999994406271,1.48784965417629e-05,0.0012913250675826,0.0739874763519288
0.539999989242501,2.23087901485844e-05,0.00168177898860383,0.0963588381207795
0.544999980181791,3.16962783610693e-05,0.0021275285996595,0.121898409553868
0.549999966483551,4.35840598248427e-05,0.00263156507071657,0.150777572066105
0.554999945648814,5.80118989388913e-05,0.003176598796185,0.182005704227738
0.559999915407784,7.53499923872221e-05,0.00379406555273833,0.217383943367876
0.56499987383081,9.59524640348709e-05,0.0044526805541509,0.255119803272819
0.569999815921438,0.00011987664921544,0.00517230679544922,0.296351349726076
0.574999739855399,0.000147675300271091,0.00594913593104816,0.340860380598691
0.579999639106403,0.000179367658470496,0.00677082647341706,0.387939780742244
0.584999509301394,0.000215383038633838,0.00766749831157551,0.439315292676961
0.589999345493595,0.000256041892889398,0.00860673910284553,0.493129825963262
0.594999138043349,0.000301449359500047,0.00961239499102689,0.550749663998534
